id,entrega,estado_anterior,estado_revisado,fontes,conclusao_e_aceite_restante,metodo,commit
GR37,Memória técnica revisável,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Memória orientada por documentação; ciclo revisado de correções e fontes não demonstrado.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR38,Runbook para o time,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Runbook com instalação comandos limitações e recuperação disponível.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR39,Visualização local,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,HTML local existe; acessibilidade filtros e segurança visual não retestados integralmente.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR40,Medir utilidade,N,N,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Sem benchmark equivalente de dez perguntas comparando grafo e busca direta.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR41,Workflow específico,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Workflow dedicado com versão fixa e check aprovado no commit.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR42,Permissões/artefatos,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Permissões/retencão/scanner existem; revisão de visibilidade e escopo completo de segredos pendente.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR43,Gatilhos/cache específicos,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Cache npm existe; gatilhos por caminhos e cache de grafo por corpus ausentes.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR44,Relatório base/head,N,N,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Workflow não compara estrutura base/head nem emite impacto por commit.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR45,Conteúdo hostil,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Seis testes incluem scanner sintético; HTML hostil comentários e symlinks não têm matriz completa.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR46,Falhas e concorrência,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Lock e validadores existem; parser timeout disco e interrupção ainda sem simulações completas.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR47,Cobertura/precisão,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Consultas demonstram utilidade; precisão das dez perguntas/direção/aliases não certificada.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR48,Desempenho/regressões,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Geração operacional; medição controlada completa/incremental/fixture grande ausente.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR49,Recuperação/upgrade,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Procedimento de candidato existe; restauração e upgrade ainda sem ensaio completo.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR50,Publicar/acompanhar,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Ferramenta integrada ao CI; benchmark aceites e recuperação impedem conclusão literal das 50 etapas.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC01,Primeiro orçamento sem cadastro,I,I,src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json,Primeiro orçamento continua sem cadastro obrigatório.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC02,Entrada Meus orçamentos,I,I,src/components/Layout.tsx; src/App.tsx; e2e/smoke.spec.ts,Entradas Meus orçamentos presentes na navegação.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC03,Tela de acesso responsiva,I,I,src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Tela de login responsiva observada e testada.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC04,Link/código por e-mail,P,P,src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx,Código/link suportado; entrega real de autenticação não reexecutada nesta rodada.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC05,Entrada com senha,I,I,src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Login por senha implementado e contratos cobertos.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC06,Criar senha/confirmar e-mail,P,P,src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx,Criação/confirmacão existem; e-mail real e ciclo de senha precisam aceite atual.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC07,Recuperar/redefinir senha,P,P,src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx,Recuperação/redefinição existem; expiração e recebimento reais não retestados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC08,Redirect interno restrito,I,I,src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx,Redirecionamento restringido a destinos internos testados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC09,Callback inválido recuperável,I,I,src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Callback inválido gera recuperação sem indexação.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC10,Sessão persistente/refresh,P,P,src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx; src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json,Sessão SDK persistente; limpeza em memória e rascunho B01 ainda não encerradas.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC11,Rejeitar secret no bundle,I,I,src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Cliente recusa credencial secreta; guardas e testes passam.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC12,Auth no banco isolado,I,I,src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Auth do site aponta para projeto isolado confirmado.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC13,Titular opcional,I,I,site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Titular opcional preserva pedidos de visitantes.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC14,Associar e-mail confirmado,I,I,site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Associação limitada a e-mail confirmado e identidade; pgTAP aprovado.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC15,Associação idempotente,I,I,site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Reivindicação idempotente sem transferência entre titulares testada.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC16,Lista por titular,I,I,src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,RPC lista apenas pedidos da identidade e valida filtros/paginação.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC17,Detalhe do titular,I,I,src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Servidor controla detalhe por auth.uid; B04 é estado da UI e não leitura cruzada do banco.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC18,Snapshot original,I,I,src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Snapshot original preservado; repetição cria nova intenção.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC19,Timeline pública separada,I,I,src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Eventos públicos separados dos internos.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC20,Eventos reais de status,I,I,site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Eventos associados a transições persistidas; operação humana não comprovada por isso.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC21,Busca/filtros/paginação/estados,I,I,src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Busca filtros paginação recuperação e vazio na lista cobertos.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC22,Detalhe completo,I,P,src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts,Detalhe possui os campos esperados; B04 pode mostrar pedido anterior sob nova URL.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC23,Solicitar novamente,P,P,src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json,Repetição confirma substituição; revalidação integral de referência atual/variantes ausente.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC24,Versões publicadas,P,P,src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Propostas publicadas e versões modeladas; B06 e publicação comercial real ainda pendentes.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC25,Bucket PDF privado/limites,I,I,site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Bucket privado PDF/20MB e negação cruzada cobertos localmente; sem upload real nesta revisão.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC26,URL assinada de 60 segundos,I,I,src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,URL assinada de 60s exige autorização antes de assinar; testes negativos aprovados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC27,Origem/UUID/bucket/host,I,I,src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Origem UUID bucket e host controlados pelos testes da API.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC28,Noindex/analytics sem protocolo,P,I,api/site-page.ts; api/product-page.ts; api/_lib/publicProductPage.ts; api/sitemap.ts; vercel.json; docs/audits/plan-review-20260912/http-production.json; src/lib/analytics.ts; src/lib/analytics.test.ts; scripts/check-performance-budget.mjs; src/App.tsx,Noindex na resposta inicial e UUID de orçamento redigido em analytics; antigo achado corrigido.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC29,Aviso de privacidade,P,P,README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx; src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json,Aviso existe mas promete apagar após sucesso; comportamento B01 contradiz texto.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
AC30,Cobertura automatizada completa,P,P,e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Cobertura ampla; simulações novas e instabilidade WebKit mantêm aceite integral aberto.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
