"id","entrega","estado_antes","estado_revisado","natureza_pendencia","fontes","conclusao_e_aceite_restante","metodo","commit_base","commit_auditado"
"LK37","Compartilhar seleção inteira","P","P","validacao_operacao","src/lib/sharedSelection.ts; src/pages/SharedSelectionPage.tsx; api/shared-selections.ts; tests/api/shared-selections.test.ts; src/lib/sharedSelection.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Link persistente com 50 itens e revogação implementados; falta novo ciclo real no deployment e contrato de composição.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK38","Exportar para aprovação","P","P","codigo_validacao","src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json","Impressão disponível; PDF longo e kit composto não validados.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK39","Guias úteis","P","P","validacao_operacao","src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/lib/catalogLibrary.ts; src/components/CampaignFinder.tsx; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx","Landings explicativas presentes; autoria revisão e profundidade prática ainda pendentes.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK40","Projeto especial","E","E","material_pesquisa_operacao","README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx","Jornada de desenvolvimento especial depende de confirmação comercial do serviço.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK41","Selecionar versus enviar","I","I","nenhuma_no_escopo_tecnico","src/context/QuoteCartContext.tsx; src/components/QuoteDrawer.tsx; src/lib/quoteItems.ts; src/lib/catalogComparison.ts; src/context/QuoteCartContext.test.ts; src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json","Salvar e solicitar diferenciados; tela de sucesso exige protocolo do endpoint quando habilitado.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK42","Formulário enxuto","P","P","codigo","src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json; src/context/CustomerAuthContext.tsx; docs/audits/closure-review-20260912/logout.mjs","B01/B02/B05 corrigidos e regressões verdes; R08 impede o aceite completo da preservação/limpeza dos campos em troca de sessão.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK43","Logo/referências privadas","N","N","entrega_ausente","src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Upload privado do cliente não implementado.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK44","WhatsApp iniciado pelo visitante","P","P","validacao_operacao","src/components/Layout.tsx; src/App.tsx; e2e/smoke.spec.ts; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx","WhatsApp iniciado pelo visitante existe; operação/destinatário oficial precisam validação.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK45","E-mail auditável","N","P","codigo_operacao","README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json; api/notifications.ts; api/_lib/leadHandler.ts; site-supabase/supabase/migrations/20260912170000_add_quote_notification_outbox.sql; docs/audits/closure-review-20260912/notifications.mjs; docs/audits/closure-review-20260912/outbox.sql","Fila transacional, Resend, template e tentativas implementados. Faltam credenciais em produção, eventos de entrega/bounce, retorno falso tratado, recuperação terminal, reconciliação de tentativa e aceite com destinatário autorizado. Resumo não contém todo o briefing.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK46","Acessibilidade contínua","P","P","validacao_operacao","e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json","Automação e padrões existem; revisão assistiva e física pendente.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK47","Desempenho real","P","P","validacao_operacao","src/lib/analytics.ts; src/lib/analytics.test.ts; scripts/check-performance-budget.mjs; src/App.tsx","Budget aprovado; CWV e comparação de uso real ausentes.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK48","SEO sem checkout","P","P","validacao_operacao","api/site-page.ts; api/product-page.ts; api/_lib/publicProductPage.ts; api/sitemap.ts; vercel.json; docs/audits/plan-review-20260912/http-production.json","Shell corrigido e sem ofertas fictícias; prévias específicas/indexação fina não encerradas.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK49","Medir funil seguro","P","P","validacao_operacao","src/lib/analytics.ts; src/lib/analytics.test.ts; scripts/check-performance-budget.mjs; src/App.tsx","Redação de URLs corrigida; entrega deduplicação e interpretação do funil pendentes.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK50","Publicar com reversão","P","P","operacao_validacao","e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Código local/GitHub/produção reconciliados em f20df44 e migrations 15/15. Check Supabase Preview continua vermelho; demais gates verdes. Novos achados e aceites dos planos impedem conclusão integral.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR01","Delimitar raiz/site","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Wrapper fixa raiz e corpus do site.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR02","Linha de base","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Metadados fingerprint e commit de origem registrados; status atual no corpus técnico.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR03","Dez perguntas de valor","P","P","validacao_operacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Temas de perguntas documentados; dez respostas julgadas e benchmark reproduzível não entregues.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR04","Responsabilidades","P","P","validacao_operacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Papéis técnicos definidos; responsável nominal e transferência não registrados.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR05","Decisão arquitetural","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Ferramenta de engenharia local/CI sem dependência do runtime.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR06","Versão/ambiente fixos","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Graphify 0.9.48 fixado em configuração e CI.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR07","Configuração versionada","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Configuração versionada e validada pelo wrapper.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR08","Corpus inicial","P","P","codigo_validacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Grafo atual representa 146 arquivos, dos quais 19 SQL e nenhum Markdown. Passe documental e cobertura por símbolo permanecem incompletos.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR09","Exclusões e caminhos","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Raiz extensões exclusões e symlinks controlados no wrapper; teste hostil integral fica em GR45.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR10","Armazenamento/retenção","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Grafo ignorado no Git e artefatos CI com retenção de 14 dias.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR11","Doctor","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Doctor disponível com diagnóstico de versão/raiz.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR12","Geração estrutural sem IA","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Extração estrutural code-only sem uso de chaves de IA ou Supabase.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR13","Reconstruir mapa","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Mapa atual validado: 1099 nós e 2416 relações, gerado a partir de f20df44; artefatos não são entregues no frontend.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR14","Direção das relações","A","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; docs/GOVERNANCA_FECHAMENTO.md","Decisão arquitetural datada: manter relações não direcionadas e declarar a limitação; o produto não anuncia causalidade que a extração não prova.","Decisão registrada em 15/09/2026; npm run graph:check confirma a propriedade do grafo.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","eea21a860f1a86785a396c586b608e040db328fa"
"GR15","Identidades/caminhos","P","P","validacao_operacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Caminhos normalizados; homônimos aliases e chamadas indiretas ainda sem amostra completa.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR16","Evidência por relação","P","P","validacao_operacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Nó mostra fonte/linha; auditabilidade e classificação por relação não integralmente validadas.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR17","Integridade do grafo","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","IDs endpoints e caminhos inválidos bloqueados por validadores/testes.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR18","Comunidades","P","P","validacao_operacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Comunidades automáticas com nomes genéricos; curadoria de nomes/coesão não concluída.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR19","Saídas JSON/relatório/HTML","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","JSON HTML e relatório gerados no mesmo processo.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR20","Promoção atômica","P","P","codigo_validacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Candidato e lock existem; ausência de teste integral de interrupção/disco cheio.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR21","Query/path/explain","P","P","codigo_validacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Query disponível; comandos estáveis path/explain do wrapper ausentes.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR22","Vocabulário português","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Aliases em português e expansão textual implementados/testados.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR23","Limites de contexto","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Consulta limitada a 1200 tokens e truncamento explicitado.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR24","Impacto direcional","A","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; docs/GOVERNANCA_FECHAMENTO.md","Decisão arquitetural datada: graph:impact é uma vizinhança técnica com aviso explícito, usada para orientar leitura e testes, não para alegar dependentes causais.","Decisão registrada em 15/09/2026; testes do wrapper e documentação preservam o limite.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","eea21a860f1a86785a396c586b608e040db328fa"
"GR25","Impacto→testes","P","P","codigo_validacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Navegação até testes possível; seleção de testes afetados não validada por benchmark.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR26","Atualização incremental","A","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; docs/GOVERNANCA_FECHAMENTO.md","Decisão arquitetural datada: para este corpus pequeno, graph:update é uma reconstrução completa e atômica, preferida à atualização incremental que poderia ocultar corrupção estrutural.","Decisão registrada em 15/09/2026; npm run graph:update e graph:check validam o mapa promovido.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","eea21a860f1a86785a396c586b608e040db328fa"
"GR27","Renomes/exclusões/branches","P","P","validacao_operacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Rebuild/status tratam corpus; matriz de renome branch e exclusão incompleta.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR28","Atualidade/check","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Status/check por fingerprint disponíveis e executados.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR29","Instruções aos agentes","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","AGENTS do site orienta consulta e conferência nas fontes.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR30","Hooks Git","A","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; docs/GOVERNANCA_FECHAMENTO.md","Decisão arquitetural datada: não instalar hooks locais; comando explícito e workflow reproduzível mantêm a geração observável em todos os clones.","Decisão registrada em 15/09/2026; workflow gera e valida o artefato em pull requests e main.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","eea21a860f1a86785a396c586b608e040db328fa"
"GR31","Documentos selecionados","P","P","codigo_validacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Pass de documentação previsto; nenhum .md representado no grafo atual.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR32","Pass semântico separado","P","P","codigo_validacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Automação estrutural isolada; pass semântico separado não entregue.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR33","Contratos até RPC/SQL","P","P","codigo_validacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","SQL está no grafo; cadeia completa payload-handler-RPC-migration ainda não validada.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR34","Fronteiras dos bancos","P","P","codigo_validacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Guardas nos arquivos; mapa direcional de fronteiras não entregue.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR35","Código/flag/migration/deploy","P","P","codigo_validacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Flags/migrations/ativação diferenciadas em docs; representação de evidências de deploy no grafo incompleta.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR36","Requisitos→implementação","P","P","codigo_validacao","docs/PLANO_UX_100_ETAPAS_20260909.md; docs/RELATORIO_EXPERIENCIA_MARKETING_GEN_Z_20260909.md; docs/audits/plan-review-20260912/http-production.json; scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","230 referências auditadas manualmente; integração mantida requisito-grafo ainda ausente.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR37","Memória técnica revisável","P","P","validacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Memórias e reflexão locais foram usadas, mas não há ensaio completo do ciclo de correção de memória errada, vínculo de validade e atualização por commit.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR38","Runbook para o time","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Runbook com instalação comandos limitações e recuperação disponível.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR39","Visualização local","P","P","validacao_operacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","HTML local existe; acessibilidade filtros e segurança visual não retestados integralmente.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
